file,column,dtype_first_chunk,null_count,null_fraction
application_train.csv,FLOORSMAX_MEDI,float64,153020,0.4976082156410665
application_train.csv,FLOORSMIN_MEDI,float64,208642,0.6784862980511266
application_train.csv,LANDAREA_MEDI,float64,182590,0.5937673774271489
application_train.csv,LIVINGAPARTMENTS_MEDI,float64,210199,0.6835495315614726
application_train.csv,LIVINGAREA_MEDI,float64,154350,0.5019332641759157
application_train.csv,NONLIVINGAPARTMENTS_MEDI,float64,213514,0.6943296337366793
application_train.csv,NONLIVINGAREA_MEDI,float64,169682,0.5517916432257708
application_train.csv,FONDKAPREMONT_MODE,object,210295,0.6838617155158677
application_train.csv,HOUSETYPE_MODE,object,154297,0.50176091261776
application_train.csv,TOTALAREA_MODE,float64,148431,0.4826851722377411
application_train.csv,WALLSMATERIAL_MODE,object,156341,0.508407829313423
application_train.csv,EMERGENCYSTATE_MODE,object,145755,0.47398304450897694
application_train.csv,OBS_30_CNT_SOCIAL_CIRCLE,float64,1021,0.0033202064316398437
application_train.csv,DEF_30_CNT_SOCIAL_CIRCLE,float64,1021,0.0033202064316398437
application_train.csv,OBS_60_CNT_SOCIAL_CIRCLE,float64,1021,0.0033202064316398437
application_train.csv,DEF_60_CNT_SOCIAL_CIRCLE,float64,1021,0.0033202064316398437
application_train.csv,DAYS_LAST_PHONE_CHANGE,float64,1,3.2519161916159095e-06
application_train.csv,FLAG_DOCUMENT_2,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_3,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_4,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_5,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_6,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_7,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_8,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_9,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_10,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_11,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_12,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_13,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_14,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_15,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_16,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_17,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_18,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_19,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_20,int64,0,0.0
application_train.csv,FLAG_DOCUMENT_21,int64,0,0.0
application_train.csv,AMT_REQ_CREDIT_BUREAU_HOUR,float64,41519,0.13501630835970097
application_train.csv,AMT_REQ_CREDIT_BUREAU_DAY,float64,41519,0.13501630835970097
application_train.csv,AMT_REQ_CREDIT_BUREAU_WEEK,float64,41519,0.13501630835970097
application_train.csv,AMT_REQ_CREDIT_BUREAU_MON,float64,41519,0.13501630835970097
application_train.csv,AMT_REQ_CREDIT_BUREAU_QRT,float64,41519,0.13501630835970097
application_train.csv,AMT_REQ_CREDIT_BUREAU_YEAR,float64,41519,0.13501630835970097
application_test.csv,SK_ID_CURR,int64,0,0.0
application_test.csv,NAME_CONTRACT_TYPE,object,0,0.0
application_test.csv,CODE_GENDER,object,0,0.0
application_test.csv,FLAG_OWN_CAR,object,0,0.0
application_test.csv,FLAG_OWN_REALTY,object,0,0.0
application_test.csv,CNT_CHILDREN,int64,0,0.0
application_test.csv,AMT_INCOME_TOTAL,float64,0,0.0
application_test.csv,AMT_CREDIT,float64,0,0.0
application_test.csv,AMT_ANNUITY,float64,24,0.0004923682914820286
application_test.csv,AMT_GOODS_PRICE,float64,0,0.0
application_test.csv,NAME_TYPE_SUITE,object,911,0.018689479730838666
application_test.csv,NAME_INCOME_TYPE,object,0,0.0
application_test.csv,NAME_EDUCATION_TYPE,object,0,0.0
application_test.csv,NAME_FAMILY_STATUS,object,0,0.0
application_test.csv,NAME_HOUSING_TYPE,object,0,0.0
application_test.csv,REGION_POPULATION_RELATIVE,float64,0,0.0
application_test.csv,DAYS_BIRTH,int64,0,0.0
application_test.csv,DAYS_EMPLOYED,int64,0,0.0
application_test.csv,DAYS_REGISTRATION,float64,0,0.0
application_test.csv,DAYS_ID_PUBLISH,int64,0,0.0
application_test.csv,OWN_CAR_AGE,float64,32312,0.6628918430986378
application_test.csv,FLAG_MOBIL,int64,0,0.0
application_test.csv,FLAG_EMP_PHONE,int64,0,0.0
application_test.csv,FLAG_WORK_PHONE,int64,0,0.0
application_test.csv,FLAG_CONT_MOBILE,int64,0,0.0
application_test.csv,FLAG_PHONE,int64,0,0.0
application_test.csv,FLAG_EMAIL,int64,0,0.0
application_test.csv,OCCUPATION_TYPE,object,15605,0.32014196619071067
application_test.csv,CNT_FAM_MEMBERS,float64,0,0.0
application_test.csv,REGION_RATING_CLIENT,int64,0,0.0
application_test.csv,REGION_RATING_CLIENT_W_CITY,int64,0,0.0
application_test.csv,WEEKDAY_APPR_PROCESS_START,object,0,0.0
application_test.csv,HOUR_APPR_PROCESS_START,int64,0,0.0
application_test.csv,REG_REGION_NOT_LIVE_REGION,int64,0,0.0
application_test.csv,REG_REGION_NOT_WORK_REGION,int64,0,0.0
application_test.csv,LIVE_REGION_NOT_WORK_REGION,int64,0,0.0
application_test.csv,REG_CITY_NOT_LIVE_CITY,int64,0,0.0
application_test.csv,REG_CITY_NOT_WORK_CITY,int64,0,0.0
application_test.csv,LIVE_CITY_NOT_WORK_CITY,int64,0,0.0
application_test.csv,ORGANIZATION_TYPE,object,0,0.0
application_test.csv,EXT_SOURCE_1,float64,20532,0.42122107336287545
application_test.csv,EXT_SOURCE_2,float64,8,0.00016412276382734285
application_test.csv,EXT_SOURCE_3,float64,8668,0.177827014606926
application_test.csv,APARTMENTS_AVG,float64,23887,0.4900500574429673
application_test.csv,BASEMENTAREA_AVG,float64,27641,0.567064664368948
application_test.csv,YEARS_BEGINEXPLUATATION_AVG,float64,22856,0.4688987362547185
application_test.csv,YEARS_BUILD_AVG,float64,31818,0.6527572624322994
application_test.csv,COMMONAREA_AVG,float64,33495,0.6871614967996061
application_test.csv,ELEVATORS_AVG,float64,25189,0.5167610372558674
application_test.csv,ENTRANCES_AVG,float64,23579,0.48373133103561466
application_test.csv,FLOORSMAX_AVG,float64,23321,0.47843837190218286
application_test.csv,FLOORSMIN_AVG,float64,32466,0.6660512063023142
application_test.csv,LANDAREA_AVG,float64,28254,0.5796405711472181
application_test.csv,LIVINGAPARTMENTS_AVG,float64,32780,0.6724930247825374
application_test.csv,LIVINGAREA_AVG,float64,23552,0.48317741670769737
application_test.csv,NONLIVINGAPARTMENTS_AVG,float64,33347,0.6841252256688003
application_test.csv,NONLIVINGAREA_AVG,float64,26084,0.5351222714590513
application_test.csv,APARTMENTS_MODE,float64,23887,0.4900500574429673
application_test.csv,BASEMENTAREA_MODE,float64,27641,0.567064664368948
application_test.csv,YEARS_BEGINEXPLUATATION_MODE,float64,22856,0.4688987362547185
application_test.csv,YEARS_BUILD_MODE,float64,31818,0.6527572624322994
application_test.csv,COMMONAREA_MODE,float64,33495,0.6871614967996061
application_test.csv,ELEVATORS_MODE,float64,25189,0.5167610372558674
application_test.csv,ENTRANCES_MODE,float64,23579,0.48373133103561466
application_test.csv,FLOORSMAX_MODE,float64,23321,0.47843837190218286
application_test.csv,FLOORSMIN_MODE,float64,32466,0.6660512063023142
application_test.csv,LANDAREA_MODE,float64,28254,0.5796405711472181
application_test.csv,LIVINGAPARTMENTS_MODE,float64,32780,0.6724930247825374
application_test.csv,LIVINGAREA_MODE,float64,23552,0.48317741670769737
application_test.csv,NONLIVINGAPARTMENTS_MODE,float64,33347,0.6841252256688003
application_test.csv,NONLIVINGAREA_MODE,float64,26084,0.5351222714590513
application_test.csv,APARTMENTS_MEDI,float64,23887,0.4900500574429673
application_test.csv,BASEMENTAREA_MEDI,float64,27641,0.567064664368948
application_test.csv,YEARS_BEGINEXPLUATATION_MEDI,float64,22856,0.4688987362547185
application_test.csv,YEARS_BUILD_MEDI,float64,31818,0.6527572624322994
application_test.csv,COMMONAREA_MEDI,float64,33495,0.6871614967996061
application_test.csv,ELEVATORS_MEDI,float64,25189,0.5167610372558674
application_test.csv,ENTRANCES_MEDI,float64,23579,0.48373133103561466
application_test.csv,FLOORSMAX_MEDI,float64,23321,0.47843837190218286
application_test.csv,FLOORSMIN_MEDI,float64,32466,0.6660512063023142
application_test.csv,LANDAREA_MEDI,float64,28254,0.5796405711472181
application_test.csv,LIVINGAPARTMENTS_MEDI,float64,32780,0.6724930247825374
application_test.csv,LIVINGAREA_MEDI,float64,23552,0.48317741670769737
application_test.csv,NONLIVINGAPARTMENTS_MEDI,float64,33347,0.6841252256688003
application_test.csv,NONLIVINGAREA_MEDI,float64,26084,0.5351222714590513
application_test.csv,FONDKAPREMONT_MODE,object,32797,0.6728417856556704
application_test.csv,HOUSETYPE_MODE,object,23619,0.48455194485475134
application_test.csv,TOTALAREA_MODE,float64,22624,0.46413917610372557
application_test.csv,WALLSMATERIAL_MODE,object,23893,0.49017314951583785
application_test.csv,EMERGENCYSTATE_MODE,object,22209,0.45562530773018217
application_test.csv,OBS_30_CNT_SOCIAL_CIRCLE,float64,29,0.0005949450188741178
application_test.csv,DEF_30_CNT_SOCIAL_CIRCLE,float64,29,0.0005949450188741178
application_test.csv,OBS_60_CNT_SOCIAL_CIRCLE,float64,29,0.0005949450188741178
application_test.csv,DEF_60_CNT_SOCIAL_CIRCLE,float64,29,0.0005949450188741178
application_test.csv,DAYS_LAST_PHONE_CHANGE,float64,0,0.0
application_test.csv,FLAG_DOCUMENT_2,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_3,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_4,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_5,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_6,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_7,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_8,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_9,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_10,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_11,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_12,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_13,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_14,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_15,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_16,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_17,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_18,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_19,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_20,int64,0,0.0
application_test.csv,FLAG_DOCUMENT_21,int64,0,0.0
application_test.csv,AMT_REQ_CREDIT_BUREAU_HOUR,float64,6049,0.12409732479894961
application_test.csv,AMT_REQ_CREDIT_BUREAU_DAY,float64,6049,0.12409732479894961
application_test.csv,AMT_REQ_CREDIT_BUREAU_WEEK,float64,6049,0.12409732479894961
application_test.csv,AMT_REQ_CREDIT_BUREAU_MON,float64,6049,0.12409732479894961
application_test.csv,AMT_REQ_CREDIT_BUREAU_QRT,float64,6049,0.12409732479894961
application_test.csv,AMT_REQ_CREDIT_BUREAU_YEAR,float64,6049,0.12409732479894961
bureau.csv,SK_ID_CURR,int64,0,0.0
bureau.csv,SK_ID_BUREAU,int64,0,0.0
bureau.csv,CREDIT_ACTIVE,object,0,0.0
bureau.csv,CREDIT_CURRENCY,object,0,0.0
bureau.csv,DAYS_CREDIT,int64,0,0.0
bureau.csv,CREDIT_DAY_OVERDUE,int64,0,0.0
bureau.csv,DAYS_CREDIT_ENDDATE,float64,105553,0.06149573416420613
bureau.csv,DAYS_ENDDATE_FACT,float64,633653,0.36916957775100384
bureau.csv,AMT_CREDIT_MAX_OVERDUE,float64,1124488,0.6551326359159837
bureau.csv,CNT_CREDIT_PROLONG,int64,0,0.0
bureau.csv,AMT_CREDIT_SUM,float64,13,7.573868522303295e-06
bureau.csv,AMT_CREDIT_SUM_DEBT,float64,257669,0.15011931755948982
bureau.csv,AMT_CREDIT_SUM_LIMIT,float64,591780,0.3447741472406649
bureau.csv,AMT_CREDIT_SUM_OVERDUE,float64,0,0.0
bureau.csv,CREDIT_TYPE,object,0,0.0
bureau.csv,DAYS_CREDIT_UPDATE,int64,0,0.0
bureau.csv,AMT_ANNUITY,float64,1226791,0.714734902949614
bureau_balance.csv,SK_ID_BUREAU,int64,0,0.0
bureau_balance.csv,MONTHS_BALANCE,int64,0,0.0
bureau_balance.csv,STATUS,object,0,0.0
previous_application.csv,SK_ID_PREV,int64,0,0.0
previous_application.csv,SK_ID_CURR,int64,0,0.0
previous_application.csv,NAME_CONTRACT_TYPE,object,0,0.0
previous_application.csv,AMT_ANNUITY,float64,372235,0.22286665062081865
previous_application.csv,AMT_APPLICATION,float64,0,0.0
previous_application.csv,AMT_CREDIT,float64,1,5.987256722791211e-07
previous_application.csv,AMT_DOWN_PAYMENT,float64,895844,0.536364801157217
previous_application.csv,AMT_GOODS_PRICE,float64,385515,0.23081772754868538
previous_application.csv,WEEKDAY_APPR_PROCESS_START,object,0,0.0
previous_application.csv,HOUR_APPR_PROCESS_START,int64,0,0.0
previous_application.csv,FLAG_LAST_APPL_PER_CONTRACT,object,0,0.0
previous_application.csv,NFLAG_LAST_APPL_IN_DAY,int64,0,0.0
previous_application.csv,RATE_DOWN_PAYMENT,float64,895844,0.536364801157217
previous_application.csv,RATE_INTEREST_PRIMARY,float64,1664263,0.9964369835242669
previous_application.csv,RATE_INTEREST_PRIVILEGED,float64,1664263,0.9964369835242669
previous_application.csv,NAME_CASH_LOAN_PURPOSE,object,0,0.0
previous_application.csv,NAME_CONTRACT_STATUS,object,0,0.0
previous_application.csv,DAYS_DECISION,int64,0,0.0
previous_application.csv,NAME_PAYMENT_TYPE,object,0,0.0
previous_application.csv,CODE_REJECT_REASON,object,0,0.0
previous_application.csv,NAME_TYPE_SUITE,object,820405,0.4911975351661524
previous_application.csv,NAME_CLIENT_TYPE,object,0,0.0
previous_application.csv,NAME_GOODS_CATEGORY,object,0,0.0
previous_application.csv,NAME_PORTFOLIO,object,0,0.0
previous_application.csv,NAME_PRODUCT_TYPE,object,0,0.0
previous_application.csv,CHANNEL_TYPE,object,0,0.0
previous_application.csv,SELLERPLACE_AREA,int64,0,0.0
previous_application.csv,NAME_SELLER_INDUSTRY,object,0,0.0
previous_application.csv,CNT_PAYMENT,float64,372230,0.22286365699245725
previous_application.csv,NAME_YIELD_GROUP,object,0,0.0
previous_application.csv,PRODUCT_COMBINATION,object,346,0.0002071590826085759
previous_application.csv,DAYS_FIRST_DRAWING,float64,673065,0.40298129461254667
previous_application.csv,DAYS_FIRST_DUE,float64,673065,0.40298129461254667
previous_application.csv,DAYS_LAST_DUE_1ST_VERSION,float64,673065,0.40298129461254667
previous_application.csv,DAYS_LAST_DUE,float64,673065,0.40298129461254667
previous_application.csv,DAYS_TERMINATION,float64,673065,0.40298129461254667
previous_application.csv,NFLAG_INSURED_ON_APPROVAL,float64,673065,0.40298129461254667
installments_payments.csv,SK_ID_PREV,int64,0,0.0
installments_payments.csv,SK_ID_CURR,int64,0,0.0
installments_payments.csv,NUM_INSTALMENT_VERSION,float64,0,0.0
installments_payments.csv,NUM_INSTALMENT_NUMBER,int64,0,0.0
installments_payments.csv,DAYS_INSTALMENT,float64,0,0.0
installments_payments.csv,DAYS_ENTRY_PAYMENT,float64,2905,0.00021351814621266952
installments_payments.csv,AMT_INSTALMENT,float64,0,0.0
installments_payments.csv,AMT_PAYMENT,float64,2905,0.00021351814621266952
credit_card_balance.csv,SK_ID_PREV,int64,0,0.0
credit_card_balance.csv,SK_ID_CURR,int64,0,0.0
credit_card_balance.csv,MONTHS_BALANCE,int64,0,0.0
credit_card_balance.csv,AMT_BALANCE,float64,0,0.0
credit_card_balance.csv,AMT_CREDIT_LIMIT_ACTUAL,int64,0,0.0
credit_card_balance.csv,AMT_DRAWINGS_ATM_CURRENT,float64,749816,0.1952487193748841
credit_card_balance.csv,AMT_DRAWINGS_CURRENT,float64,0,0.0
credit_card_balance.csv,AMT_DRAWINGS_OTHER_CURRENT,float64,749816,0.1952487193748841
credit_card_balance.csv,AMT_DRAWINGS_POS_CURRENT,float64,749816,0.1952487193748841
credit_card_balance.csv,AMT_INST_MIN_REGULARITY,float64,305236,0.0794820837473622
credit_card_balance.csv,AMT_PAYMENT_CURRENT,float64,767988,0.19998062657409085
credit_card_balance.csv,AMT_PAYMENT_TOTAL_CURRENT,float64,0,0.0
credit_card_balance.csv,AMT_RECEIVABLE_PRINCIPAL,float64,0,0.0
credit_card_balance.csv,AMT_RECIVABLE,float64,0,0.0
credit_card_balance.csv,AMT_TOTAL_RECEIVABLE,float64,0,0.0
credit_card_balance.csv,CNT_DRAWINGS_ATM_CURRENT,float64,749816,0.1952487193748841
credit_card_balance.csv,CNT_DRAWINGS_CURRENT,int64,0,0.0
credit_card_balance.csv,CNT_DRAWINGS_OTHER_CURRENT,float64,749816,0.1952487193748841
credit_card_balance.csv,CNT_DRAWINGS_POS_CURRENT,float64,749816,0.1952487193748841
credit_card_balance.csv,CNT_INSTALMENT_MATURE_CUM,float64,305236,0.0794820837473622
credit_card_balance.csv,NAME_CONTRACT_STATUS,object,0,0.0
credit_card_balance.csv,SK_DPD,int64,0,0.0
credit_card_balance.csv,SK_DPD_DEF,int64,0,0.0
POS_CASH_balance.csv,SK_ID_PREV,int64,0,0.0
POS_CASH_balance.csv,SK_ID_CURR,int64,0,0.0
POS_CASH_balance.csv,MONTHS_BALANCE,int64,0,0.0
POS_CASH_balance.csv,CNT_INSTALMENT,float64,26071,0.0026067460038926714
POS_CASH_balance.csv,CNT_INSTALMENT_FUTURE,float64,26087,0.002608345786642174
POS_CASH_balance.csv,NAME_CONTRACT_STATUS,object,0,0.0
POS_CASH_balance.csv,SK_DPD,int64,0,0.0
POS_CASH_balance.csv,SK_DPD_DEF,int64,0,0.0
