feature,kind,bin,count,bad,good,bad_rate,bad_distribution,good_distribution,woe,iv_contribution,categories,lower_bound,upper_bound
NAME_EDUCATION_TYPE,categorical,OTHER,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
NAME_FAMILY_STATUS,categorical,C0,81838.0,5238.0,76600.0,0.06400449668857988,0.6224823242825738,0.6872989596371516,0.09905413122207815,0.006420355503785942,__RARE__|Widow|Married|Unknown,,
NAME_FAMILY_STATUS,categorical,C1,26286.0,2141.0,24145.0,0.08145020162824317,0.25447091676073913,0.21664580557462215,-0.1609227658484569,0.006086921510595351,Separated|Single / not married,,
NAME_FAMILY_STATUS,categorical,C2,11740.0,1035.0,10705.0,0.08816013628620102,0.12304675895668707,0.09605523478822627,-0.24764104886383215,0.006684209355511108,Civil marriage,,
NAME_FAMILY_STATUS,categorical,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,__MISSING__,,
NAME_FAMILY_STATUS,categorical,OTHER,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
NAME_HOUSING_TYPE,categorical,C0,106636.0,7226.0,99410.0,0.06776323192917964,0.8587641117052882,0.8919659760791738,0.03793371219740581,0.001259469967576278,House / apartment,,
NAME_HOUSING_TYPE,categorical,C1,13228.0,1188.0,12040.0,0.0898094950105836,0.14123588829471181,0.10803402392082619,-0.26798524534282997,0.008897609770075105,Municipal apartment|__RARE__|With parents|Office apartment|Rented apartment|Co-op apartment,,
NAME_HOUSING_TYPE,categorical,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,__MISSING__,,
NAME_HOUSING_TYPE,categorical,OTHER,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
REGION_POPULATION_RELATIVE,numeric,N0,6011.0,488.0,5523.0,0.08118449509233072,0.0580304110239962,0.04955856227681375,-0.15781215454382844,0.0013369607037622953,,-inf,0.00496
REGION_POPULATION_RELATIVE,numeric,N1,12150.0,942.0,11208.0,0.07753086419753086,0.11196246139225469,0.10056615285229781,-0.10734790068153596,0.001223369797283431,,0.00496,0.007305
REGION_POPULATION_RELATIVE,numeric,N2,6100.0,469.0,5631.0,0.07688524590163934,0.05577334283677833,0.05052757191307625,-0.09877686253388722,0.0005181607934147833,,0.007305,0.0088659999999999
REGION_POPULATION_RELATIVE,numeric,N3,50269.0,3813.0,46456.0,0.07585191668821739,0.45301734378712283,0.4168221867317458,-0.08327069111125225,0.003013995742881562,,0.0088659999999999,0.022625
REGION_POPULATION_RELATIVE,numeric,N4,22354.0,1493.0,20861.0,0.06678894157645164,0.17741743882157282,0.18717587524898163,0.05354331689783867,0.0005224990540601627,,0.022625,0.030755
REGION_POPULATION_RELATIVE,numeric,N5,13503.0,826.0,12677.0,0.06117159149818559,0.09818246614397719,0.1137464783677571,0.1471444510347745,0.0022901580345666152,,0.030755,0.035792
REGION_POPULATION_RELATIVE,numeric,N6,5772.0,262.0,5510.0,0.04539154539154539,0.0311831789023521,0.04944192222800438,0.46091988072659745,0.008415817795877205,,0.035792,0.04622
REGION_POPULATION_RELATIVE,numeric,N7,3705.0,121.0,3584.0,0.032658569500674764,0.01443335709194583,0.03216125038132324,0.801220331139003,0.014203948531711877,,0.04622,inf
REGION_POPULATION_RELATIVE,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
DAYS_BIRTH,numeric,N0,5996.0,223.0,5773.0,0.037191460973982654,0.02653921510419759,0.051800013458044546,0.6687669546758934,0.01689358718778405,,-inf,-23271.0
DAYS_BIRTH,numeric,N1,11985.0,555.0,11430.0,0.04630788485607009,0.0659621207623345,0.10255478545633986,0.4413164986219476,0.016148946658005408,,-23271.0,-21400.0
DAYS_BIRTH,numeric,N2,5999.0,288.0,5711.0,0.048008001333555594,0.03425755506738704,0.051243747616804614,0.4026864865634541,0.006840110197815283,,-21400.0,-20566.0
DAYS_BIRTH,numeric,N3,5986.0,309.0,5677.0,0.05162044771132643,0.036751172593955946,0.05093869860709239,0.3264527891926693,0.004631557438731943,,-20566.0,-19790.25
DAYS_BIRTH,numeric,N4,11988.0,703.0,11285.0,0.05864197530864197,0.08353618714005819,0.10125384115021421,0.19235072565497416,0.003408003605757275,,-19790.25,-18188.0
DAYS_BIRTH,numeric,N5,5992.0,387.0,5605.0,0.06458611481975968,0.046013180549783296,0.05029271246887827,0.08893229613785306,0.0003805885999603491,,-18188.0,-17376.799999999996
DAYS_BIRTH,numeric,N6,5998.0,396.0,5602.0,0.06602200733577859,0.04708187377545568,0.05026579637978602,0.06543677193778584,0.00020834561732712523,,-17376.799999999996,-16617.0
DAYS_BIRTH,numeric,N7,5988.0,417.0,5571.0,0.06963927855711423,0.04957549130202458,0.04998766345916605,0.00827965953380496,3.4126451304453184e-06,,-16617.0,-15898.5
DAYS_BIRTH,numeric,N8,11986.0,854.0,11132.0,0.07124979142332721,0.101466484593006,0.09988112060650921,-0.015747858022181704,2.4966086972831495e-05,,-15898.5,-14576.199999999983
DAYS_BIRTH,numeric,N9,5996.0,431.0,5565.0,0.0718812541694463,0.05123790298640385,0.04993383128098154,-0.02578079625259559,3.362000693626737e-05,,-14576.199999999983,-13945.0
DAYS_BIRTH,numeric,N10,5997.0,472.0,5525.0,0.07870601967650492,0.05610639434780027,0.04957495009308481,-0.123764119567354,0.0008083584476881117,,-13945.0,-13291.0
DAYS_BIRTH,numeric,N11,5993.0,497.0,5496.0,0.0829300850992825,0.059074986641334676,0.049314761231859676,-0.1805841442421225,0.0017625419531802624,,-13291.0,-12565.0
DAYS_BIRTH,numeric,N12,5990.0,501.0,5489.0,0.08363939899833055,0.059549961408300184,0.04925195702397775,-0.18986654438959655,0.0019552465065602155,,-12565.0,-11820.0
DAYS_BIRTH,numeric,N13,11987.0,1132.0,10855.0,0.09443563860849254,0.13447723089710859,0.09739586838032434,-0.3226111070452905,0.011962859412287506,,-11820.0,-10335.0
DAYS_BIRTH,numeric,N14,11983.0,1249.0,10734.0,0.10423099390803639,0.14837024283084962,0.09631025278693672,-0.4321360103277811,0.022496996395280525,,-10335.0,inf
DAYS_BIRTH,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
DAYS_EMPLOYED,numeric,N0,4896.0,164.0,4732.0,0.03349673202614379,0.01953333729145639,0.0424601305430321,0.7764429202156579,0.01780134630343408,,-inf,-7351.9
DAYS_EMPLOYED,numeric,N1,4895.0,188.0,4707.0,0.03840653728294178,0.022383185893249422,0.04223582980059664,0.6349588609808485,0.012605612162867572,,-7351.9,-5393.799999999999
DAYS_EMPLOYED,numeric,N2,4902.0,226.0,4676.0,0.046103631170950635,0.026895446179421717,0.04195769687997667,0.4447049082891234,0.006698256816418075,,-5393.799999999999,-4462.0
DAYS_EMPLOYED,numeric,N3,4900.0,269.0,4631.0,0.05489795918367347,0.03200142492430089,0.04155395554359285,0.26121228568263694,0.0024952383571186267,,-4462.0,-3745.0
DAYS_EMPLOYED,numeric,N4,4883.0,278.0,4605.0,0.05693221380298997,0.03307011814997328,0.04132068277145998,0.22273306839855833,0.0018376735741643222,,-3745.0,-3231.5
DAYS_EMPLOYED,numeric,N5,4895.0,303.0,4592.0,0.061899897854954034,0.03603871044350769,0.04120404638539354,0.13394281392733437,0.0006918596309361885,,-3231.5,-2841.399999999994
DAYS_EMPLOYED,numeric,N6,4896.0,315.0,4581.0,0.06433823529411764,0.0374636347444042,0.041105354058721934,0.09276765976160664,0.0003378337782978989,,-2841.399999999994,-2503.0
DAYS_EMPLOYED,numeric,N7,9796.0,687.0,9109.0,0.07013066557778685,0.08163628807219617,0.08173070452863199,0.0011558818026197906,1.0913426386200814e-07,,-2503.0,-1905.0
DAYS_EMPLOYED,numeric,N8,4902.0,370.0,4532.0,0.07547939616483068,0.043994537790179894,0.04066572460354844,-0.07867989476952877,0.0002619106712315825,,-1905.0,-1671.0
DAYS_EMPLOYED,numeric,N9,4890.0,382.0,4508.0,0.07811860940695296,0.04541946209107641,0.0404503958908104,-0.11586426298902268,0.000575737193037485,,-1671.0,-1465.0
DAYS_EMPLOYED,numeric,N10,4888.0,423.0,4465.0,0.08653846153846154,0.05028795345247284,0.04006459861382141,-0.22727243763056196,0.002323486774942511,,-1465.0,-1268.0
DAYS_EMPLOYED,numeric,N11,9794.0,860.0,8934.0,0.08780886256891975,0.10217894674345425,0.08016059933158379,-0.24269354199527154,0.005343710722269262,,-1268.0,-930.0
DAYS_EMPLOYED,numeric,N12,4912.0,470.0,4442.0,0.09568403908794788,0.05586890696431752,0.03985824193078079,-0.33767879165902137,0.005406462022182028,,-930.0,-777.0
DAYS_EMPLOYED,numeric,N13,24454.0,2471.0,21983.0,0.1010468634988141,0.2934750341388114,0.19723661485319516,-0.39738847445965875,0.03824403862432003,,-777.0,inf
DAYS_EMPLOYED,numeric,MISSING,21961.0,1008.0,20953.0,0.045899549200856066,0.11975301312117793,0.18799542426485433,0.4509862257790554,0.030776387439749166,,,
DAYS_REGISTRATION,numeric,N0,5994.0,302.0,5692.0,0.05038371705038372,0.03593063309181613,0.05107442465569064,0.3516936548296299,0.005325975403077144,,-inf,-11517.849999999999
DAYS_REGISTRATION,numeric,N1,5993.0,324.0,5669.0,0.054063073585850156,0.03854377004394821,0.05086806334395047,0.27744080763038104,0.003419261886626321,,-11517.849999999999,-10013.699999999999
DAYS_REGISTRATION,numeric,N2,5995.0,355.0,5640.0,0.05921601334445371,0.042225917567407054,0.05060786864653896,0.18107287816431067,0.0015177440065308643,,-10013.699999999999,-9109.0
DAYS_REGISTRATION,numeric,N3,5994.0,367.0,5627.0,0.061227894561227895,0.04365126499584274,0.05049122964425104,0.14556738849062706,0.0009956757912370068,,-9109.0,-8324.0
DAYS_REGISTRATION,numeric,N4,17980.0,1175.0,16805.0,0.06535038932146829,0.13962465851051195,0.15078282714997085,0.07688275914878748,0.0008578707920490721,,-8324.0,-6208.0
DAYS_REGISTRATION,numeric,N5,5999.0,414.0,5585.0,0.06901150191698617,0.04923387575721582,0.05011439594455161,0.017726392798184686,1.560844670744535e-05,,-6208.0,-5555.0
DAYS_REGISTRATION,numeric,N6,53931.0,4015.0,49916.0,0.07444697854666148,0.47695688324028984,0.4478623659773003,-0.06294012886003732,0.001831212665653143,,-5555.0,-1083.0
DAYS_REGISTRATION,numeric,N7,5995.0,452.0,5543.0,0.07539616346955796,0.05374747594726215,0.04973756224485218,-0.07753627956494336,0.0003109137898613563,,-1083.0,-704.0
DAYS_REGISTRATION,numeric,N8,5991.0,487.0,5504.0,0.0812885995660157,0.05790473928019955,0.04938764523798843,-0.15909893756481264,0.0013550606132553846,,-704.0,-337.0
DAYS_REGISTRATION,numeric,N9,5992.0,523.0,5469.0,0.087283044058745,0.06218078156550659,0.04907361715490557,-0.23672441238811479,0.003102785793173938,,-337.0,inf
DAYS_REGISTRATION,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
DAYS_ID_PUBLISH,numeric,N0,11992.0,606.0,11386.0,0.05053368912608405,0.07203943461218672,0.10216230765779911,0.3493491281034591,0.01052339943445588,,-inf,-4727.0
DAYS_ID_PUBLISH,numeric,N1,18036.0,1006.0,17030.0,0.05577733422044799,0.11955101556004276,0.15280157911264636,0.2453970224615482,0.008159589290977402,,-4727.0,-4312.0
DAYS_ID_PUBLISH,numeric,N2,5971.0,352.0,5619.0,0.05895159939708591,0.041869580710298136,0.050419451796689246,0.1858174830686297,0.0015887155258344466,,-4312.0,-4187.0
DAYS_ID_PUBLISH,numeric,N3,6006.0,402.0,5604.0,0.06693306693306693,0.04780852832878014,0.050284868332510876,0.05050016296516327,0.0001250555737455553,,-4187.0,-4067.0
DAYS_ID_PUBLISH,numeric,N4,17932.0,1205.0,16727.0,0.06719830470666964,0.14318802708160114,0.15008299313624332,0.04702978739837748,0.0003242687876688514,,-4067.0,-3303.0
DAYS_ID_PUBLISH,numeric,N5,5993.0,436.0,5557.0,0.07275154346737861,0.051847012709347905,0.049863173478085325,-0.03901459507867405,7.739868430889756e-05,,-3303.0,-2999.0
DAYS_ID_PUBLISH,numeric,N6,23983.0,1816.0,22167.0,0.07572030188049869,0.21576196697945124,0.19889192947826478,-0.08141418604446325,0.0013734603716986662,,-2999.0,-1742.0
DAYS_ID_PUBLISH,numeric,N7,5986.0,473.0,5513.0,0.07901770798529903,0.05624183394702459,0.049468395316495446,-0.12832686906476848,0.000869214172258158,,-1742.0,-1392.0
DAYS_ID_PUBLISH,numeric,N8,17985.0,1544.0,16441.0,0.08584931887684182,0.18345409193490914,0.1475169350859091,-0.21802147267211747,0.00783507185986786,,-1392.0,-371.0
DAYS_ID_PUBLISH,numeric,N9,5980.0,574.0,5406.0,0.0959866220735786,0.06823850813635823,0.04850836660535642,-0.3412727505405872,0.00673335966884006,,-371.0,inf
DAYS_ID_PUBLISH,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
OWN_CAR_AGE,numeric,N0,14208.0,693.0,13515.0,0.048775337837837836,0.08239277652370203,0.12126636339981876,0.38649170706121444,0.01502431895134278,,-inf,6.0
OWN_CAR_AGE,numeric,N1,5253.0,259.0,4994.0,0.049305158956786596,0.03083046215991446,0.044812611594124876,0.3739863762256986,0.005229133398746555,,6.0,8.0
OWN_CAR_AGE,numeric,N2,11902.0,803.0,11099.0,0.06746765249537892,0.09546156587857907,0.09958906444869138,0.0423286489226923,0.0001747114379031985,,8.0,15.0
OWN_CAR_AGE,numeric,N3,3945.0,316.0,3629.0,0.08010139416983524,0.03760247118925983,0.03256529658241591,-0.14382257199989784,0.0007244594075688669,,15.0,19.0
OWN_CAR_AGE,numeric,N4,5669.0,500.0,5169.0,0.08819897689186805,0.05946299156469051,0.04638278018536962,-0.24842585486908988,0.003249462693776189,,19.0,inf
OWN_CAR_AGE,numeric,MISSING,78887.0,5843.0,73044.0,0.07406797064155057,0.6942497326838541,0.6553838837895795,-0.05761059506607661,0.0022390846825473807,,,
FLAG_MOBIL,numeric,N0,119864.0,8414.0,111450.0,0.07019622238537009,1.0,1.0,0.0,0.0,,-inf,1.0
FLAG_MOBIL,numeric,N1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,inf
FLAG_MOBIL,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
FLAG_EMP_PHONE,numeric,N0,21966.0,1009.0,20957.0,0.04593462624055358,0.11996434937611408,0.18804227866954984,0.44947221397679765,0.030599137602476456,,-inf,0.0
FLAG_EMP_PHONE,numeric,N1,97898.0,7405.0,90493.0,0.07563995178655335,0.8800356506238859,0.8119577213304502,-0.08051414724516202,0.005481236423277411,,0.0,inf
FLAG_EMP_PHONE,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
FLAG_WORK_PHONE,numeric,N0,96632.0,6453.0,90179.0,0.06677912078814471,0.7669043374925728,0.8091403397008551,0.0536103044355172,0.0022642849365251895,,-inf,0.0
FLAG_WORK_PHONE,numeric,N1,23232.0,1961.0,21271.0,0.084409435261708,0.23309566250742722,0.19085966029914492,-0.1999105428624194,0.00844342212979606,,0.0,inf
FLAG_WORK_PHONE,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
FLAG_CONT_MOBILE,numeric,N0,119864.0,8414.0,111450.0,0.07019622238537009,1.0,1.0,0.0,0.0,,-inf,1.0
FLAG_CONT_MOBILE,numeric,N1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,inf
FLAG_CONT_MOBILE,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
FLAG_PHONE,numeric,N0,86142.0,6401.0,79741.0,0.07430753871514476,0.7607248960190137,0.7154848318992203,-0.061311389773944895,0.0027737312046469138,,-inf,0.0
FLAG_PHONE,numeric,N1,33722.0,2013.0,31709.0,0.05969396832928059,0.23927510398098634,0.2845151681007797,0.1731726144376842,0.007834340180953088,,0.0,inf
FLAG_PHONE,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
FLAG_EMAIL,numeric,N0,113115.0,7954.0,105161.0,0.07031781814967068,0.9452762923351159,0.9435671281549739,-0.0018097473068300288,3.0931552719423347e-06,,-inf,0.0
FLAG_EMAIL,numeric,N1,6749.0,460.0,6289.0,0.0681582456660246,0.05472370766488414,0.056432871845026066,0.030754794801242824,5.2564993641899426e-05,,0.0,inf
FLAG_EMAIL,numeric,MISSING,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
OCCUPATION_TYPE,categorical,C0,19114.0,970.0,18144.0,0.050748142722611696,0.11530236426280148,0.1627995657362296,0.34496185371737914,0.016384722666661602,Accountants|High skill tech staff|Core staff,,
OCCUPATION_TYPE,categorical,C1,22139.0,1596.0,20543.0,0.07208997696372917,0.18967565640964715,0.1843243340242075,-0.028618651108116042,0.00015314762831594847,Managers|__RARE__|Secretaries|Cooking staff|Private service staff|Cleaning staff|Low-skill Laborers|Medicine staff|Security staff|HR staff|Waiters/barmen staff|Realty agents|IT staff,,
OCCUPATION_TYPE,categorical,C2,12086.0,1037.0,11049.0,0.08580175409564786,0.12326244505168112,0.09914044485119287,-0.21777830219205616,0.005253248249138767,Sales staff,,
OCCUPATION_TYPE,categorical,C3,21173.0,1965.0,19208.0,0.09280687668256742,0.23351550433646193,0.17234619077099764,-0.3037432836196927,0.01857976815913674,Laborers,,
OCCUPATION_TYPE,categorical,C4,7252.0,699.0,6553.0,0.09638720353006067,0.0831056195794226,0.05880057064412802,-0.345960764186498,0.008408593303244742,Drivers,,
OCCUPATION_TYPE,categorical,MISSING,38100.0,2147.0,35953.0,0.05635170603674541,0.25513841035998575,0.3225888939732443,0.2345725548521819,0.01582203226717729,__MISSING__,,
OCCUPATION_TYPE,categorical,OTHER,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
CNT_FAM_MEMBERS,numeric,N0,88818.0,6082.0,82736.0,0.06847711049562026,0.7227734537460638,0.742354297609274,0.026730788171146175,0.0005234113895197575,,-inf,2.0
CNT_FAM_MEMBERS,numeric,N1,31045.0,2332.0,28713.0,0.07511676598486068,0.27716713207771376,0.25763224362166504,-0.07308753340148277,0.0014277568125257015,,2.0,inf
CNT_FAM_MEMBERS,numeric,MISSING,1.0,0.0,1.0,0.0,5.941417622244667e-05,1.3458769060981682e-05,-1.4849019864393154,6.82392753816869e-05,,,
REGION_RATING_CLIENT,numeric,N0,13879.0,585.0,13294.0,0.04215001080769508,0.06957400035648506,0.11928507018748065,0.5391252367013653,0.026800492289313593,,-inf,1.0
