feature,kind,bin,count,bad,good,bad_rate,bad_distribution,good_distribution,woe,iv_contribution,lower_bound,upper_bound,categories
EXT_SOURCE_3,numeric,N14,19235.0,700.2714199493423,18534.728580050658,0.03640610449437704,0.04366156612411069,0.11001903482609769,0.9241851733030906,0.06132658871230026,0.7076993447402619,0.7958031328748403,
EXT_SOURCE_3,numeric,N15,6245.0,198.9456586897762,6046.054341310224,0.03185679082302261,0.01242646256275687,0.035890362494395714,1.0606405289153082,0.02488676323390929,0.7958031328748403,inf,
EXT_SOURCE_3,numeric,MISSING,36560.0,3809.6097548104517,32750.39024518955,0.1042015797267629,0.23738890351978292,0.19439853783887698,-0.1997893687873577,0.008589018023325883,,,
EXT_SOURCE_1,numeric,N0,14058.0,2244.60155508317,11813.398444916831,0.15966720408900056,0.13992029117768487,0.07012529771935554,-0.6907893023517921,0.04821363483872722,-inf,0.27581555113011497,
EXT_SOURCE_1,numeric,N1,13289.0,1436.7846472460135,11852.215352753987,0.1081183420307031,0.0895751401056013,0.07035570830154542,-0.241513905578542,0.004641760037997981,0.27581555113011497,0.394916249800447,
EXT_SOURCE_1,numeric,N2,8350.0,727.1340065363221,7622.865993463678,0.08708191695045774,0.04534795400895621,0.04525100773532293,-0.0021401196828056347,2.0747662837723552e-07,0.394916249800447,0.46659686309839343,
EXT_SOURCE_1,numeric,N3,12079.0,840.1015789195433,11238.898421080457,0.06955059019120319,0.05238837299833727,0.06671516300394864,0.24174758111804004,0.00346346682904266,0.46659686309839343,0.5674506128899706,
EXT_SOURCE_1,numeric,N4,7702.0,474.3814264149259,7227.618573585074,0.06159197953972032,0.029595787018369103,0.04290488607861274,0.3713536933152603,0.0049423830907201335,0.5674506128899706,0.6319691509266724,
EXT_SOURCE_1,numeric,N5,7408.0,356.1773913516278,7051.822608648372,0.04808010142435581,0.022229018701369188,0.041861391042953965,0.6329653632920857,0.012426611691476705,0.6319691509266724,0.6969945843795549,
EXT_SOURCE_1,numeric,N6,17577.0,596.6704996729384,16980.32950032706,0.03394609430920739,0.037217145036392695,0.10079532423477114,0.9963224248236816,0.06334436566480296,0.6969945843795549,inf,
EXT_SOURCE_1,numeric,MISSING,104043.0,9365.724101820402,94677.27589817959,0.09001782053401385,0.5837262909532893,0.5619912218834897,-0.037945962741670065,0.0008247581211102413,,,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N0,58630.0,3308.060714589997,55321.93928541,0.05642266270834039,0.20617200243046857,0.3283807193660227,0.465462881376248,0.05688362151411731,-inf,0.11548015957446808,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N1,15166.0,1022.7917137488449,14143.208286251154,0.06743978067709647,0.06376612669181424,0.08395365716940131,0.2750428264740688,0.005552435442086958,0.11548015957446808,0.1784025777684221,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N2,7824.0,567.2427158260094,7256.75728417399,0.07250034711477625,0.035378722860059775,0.04307733712366984,0.19688644773452046,0.0015157528148404965,0.1784025777684221,0.21035819824907367,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N3,7755.0,610.3139960494045,7144.6860039505955,0.07869941921978137,0.03806269720931141,0.0424121089071379,0.10819918224437254,0.00047060278894893475,0.21035819824907367,0.24368362114545544,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N4,7692.0,645.156597023744,7046.843402976256,0.08387371256158918,0.04023390379502932,0.041831338715013176,0.0389357704803883,6.219735940184882e-05,0.24368362114545544,0.279679,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N5,7794.0,693.7167032794691,7100.283296720531,0.08900650542461755,0.04325991274835749,0.04214854509595482,-0.026026237054516007,2.89247179761528e-05,0.279679,0.31811946141493097,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N6,15749.0,1618.2186363320232,14130.781363667977,0.10275056424738226,0.10086998287575558,0.08387989394004844,-0.1844464476931174,0.0031337615501813194,0.31811946141493097,0.4232362248696947,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N7,7987.0,904.1974314624421,7082.802568537558,0.11320864297764394,0.05637595834822925,0.042044783689734966,-0.29330746866404833,0.004203440562065315,0.4232362248696947,0.48644788708599496,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N8,8078.0,1057.135404274145,7020.864595725855,0.13086598220774265,0.065906243817436,0.041677134751425336,-0.45828053275616654,0.011103729010978631,0.48644788708599496,0.5939812135312535,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N9,8026.0,1094.260135793077,6931.739864206923,0.1363394138790278,0.06821966070690065,0.041148111739650634,-0.5055547646445705,0.013686150566702047,0.5939812135312535,0.8116500555555556,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,N10,8260.0,1166.4516556044032,7093.548344395597,0.14121690745816018,0.07271825434986011,0.04210856803568914,-0.5463412082223057,0.016723333004189943,0.8116500555555556,inf,
BUREAU_DEBT_CREDIT_RATIO_MEAN,numeric,MISSING,31545.0,3354.0295030613834,28190.97049693862,0.10632523389004227,0.2090365341667776,0.16733780146625182,-0.22249450865731235,0.009277739043836084,,,
DAYS_EMPLOYED,numeric,N0,7338.0,328.9978717745652,7009.002128225435,0.044834814905228296,0.0205306453813568,0.0416063515439728,0.7063341704078833,0.014886491428131683,-inf,-7351.9,
DAYS_EMPLOYED,numeric,N1,7294.0,365.26352812622565,6928.7364718737745,0.050077259134387944,0.022790318034379274,0.0411299181177488,0.590399993267496,0.010827699765749937,-7351.9,-5393.799999999999,
DAYS_EMPLOYED,numeric,N2,7361.0,433.4009400654453,6927.599059934555,0.058877997563570886,0.027035884277928926,0.04112316677362652,0.41940660022548565,0.0059082992579365225,-5393.799999999999,-4462.0,
DAYS_EMPLOYED,numeric,N3,7450.0,511.19275530110326,6938.807244698897,0.0686164772216246,0.03188300563738958,0.041189695275500746,0.2561149812039521,0.0023835826417358576,-4462.0,-3745.0,
DAYS_EMPLOYED,numeric,N4,7450.0,533.3070868955089,6916.692913104491,0.07158484387859179,0.03326092500714231,0.041058431080463004,0.2106129156708576,0.001642255489063291,-3745.0,-3231.5,
DAYS_EMPLOYED,numeric,N5,7563.0,584.67042839162,6978.32957160838,0.0773066809984953,0.036461317605063756,0.041424288231912056,0.127615474104671,0.000633351849512802,-3231.5,-2841.399999999994,
DAYS_EMPLOYED,numeric,N6,7505.0,613.2377456472966,6891.762254352703,0.08171055904694159,0.03824131532375702,0.040910449992323676,0.06746904731531791,0.0001800839732444792,-2841.399999999994,-2503.0,
DAYS_EMPLOYED,numeric,N7,15111.0,1323.8550206952668,13787.144979304734,0.0876086970217237,0.08251908621587895,0.08183942218413645,-0.008270553347748094,5.621197633071851e-06,-2503.0,-1905.0,
DAYS_EMPLOYED,numeric,N8,7684.0,734.9580223212521,6949.041977678748,0.09564784257174025,0.04582557018602627,0.041250445652707086,-0.10518031990873632,0.00048121306203681934,-1905.0,-1671.0,
DAYS_EMPLOYED,numeric,N9,7556.0,737.7428836209816,6818.257116379018,0.09763669714412145,0.04599909179171399,0.04047414502302971,-0.12795827687692635,0.0007069626683575825,-1671.0,-1465.0,
DAYS_EMPLOYED,numeric,N10,7633.0,810.6001513273756,6822.399848672625,0.10619679697725344,0.0505387469909377,0.04049873506851473,-0.2214695684810767,0.002223557108003881,-1465.0,-1268.0,
DAYS_EMPLOYED,numeric,N11,15280.0,1665.1692701579952,13614.830729842004,0.10897704647630858,0.10378599692939496,0.08081661527031686,-0.25014847836949866,0.005745755871106656,-1268.0,-930.0,
DAYS_EMPLOYED,numeric,N12,7684.0,891.9296622232514,6792.070337776749,0.11607621840489997,0.05560629822654879,0.04031870797537651,-0.3214808933088541,0.004914668170486594,-930.0,-777.0,
DAYS_EMPLOYED,numeric,N13,38372.0,4639.56509489987,33732.43490510013,0.12091017134629078,0.28911728775892676,0.20022882119116583,-0.3673716272645197,0.03265510060804619,-777.0,inf,
DAYS_EMPLOYED,numeric,MISSING,33225.0,1867.6847455971852,31357.315254402816,0.05621323538291001,0.11640451063355488,0.1861308066192053,0.4693784022404523,0.03272801740388946,,,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N0,37595.0,2190.344384407712,35404.65561559229,0.05826158756238095,0.13651332633229543,0.21015525724379594,0.43142433909580585,0.031770921373233105,-inf,-646.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N1,23193.0,1536.3880020237948,21656.611997976204,0.0662436080724268,0.09576476305193359,0.128550654952862,0.2944282291401476,0.00965309209317066,-646.0,-405.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N2,7687.0,548.4806326873174,7138.519367312682,0.0713517149326548,0.034207437458144446,0.04237525370303163,0.21412146281300862,0.0017489047623430983,-405.0,-357.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N3,8040.0,618.6271977066411,7421.372802293359,0.07694368130679616,0.038578327964893674,0.044054193827912105,0.13272988682130266,0.0007268110562470711,-357.0,-313.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N4,8098.0,652.4641893882791,7445.535810611721,0.0805710285735094,0.04068673891384722,0.04419761879358838,0.08276870004081652,0.00029059096364563374,-313.0,-273.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N5,7836.0,659.7345478246915,7176.265452175308,0.08419277026859259,0.04113976096363148,0.04259930407186429,0.03486284290796935,5.088382209972984e-05,-273.0,-239.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N6,7852.0,712.4220039848933,7139.577996015107,0.09073127916262014,0.04442275995142158,0.042381537431585146,-0.04703912014330858,9.601731134981305e-05,-239.0,-208.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N7,16620.0,1601.5343397963175,15018.465660203683,0.09636187363395411,0.09982408526166625,0.08914844567060211,-0.11310658032126295,0.001207485086887551,-208.0,-149.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N8,8085.0,788.649569177417,7296.350430822583,0.09754478282961249,0.04917256261048016,0.04331209544758189,-0.12690386083259614,0.0007437159092544419,-149.0,-122.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N9,8081.0,795.8767918747626,7285.123208125237,0.09848741391842131,0.04962289683667197,0.04324545374433077,-0.13756024486942608,0.0008772826334232855,-122.0,-97.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N10,8567.0,928.1244271985622,7638.875572801438,0.10833715737114068,0.05786335641751663,0.04534523039850787,-0.24377930925643146,0.0030516601140989173,-97.0,-70.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N11,8248.0,952.5189750053344,7295.481024994666,0.11548484178047216,0.059383400875797486,0.04330693489392132,-0.31570195938345463,0.00507537181043976,-70.0,-41.0,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,N12,8226.0,1092.8351464126347,7133.1648535873655,0.13285134286562542,0.0681266176160415,0.04234347078357275,-0.4755537610728843,0.012261272448474934,-41.0,inf,
BUREAU_DAYS_CREDIT_MOST_RECENT,numeric,MISSING,26378.0,2963.5749995565857,23414.425000443414,0.11235025398273507,0.1846939657456587,0.13898454903684387,-0.2843374471572972,0.01299689885803351,,,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N0,8290.0,498.6455445675574,7791.354455432443,0.060150246630585935,0.031102171883049434,0.04625030307073342,0.39679036460305367,0.006010632497016017,-inf,0.8499899280408062,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N1,34212.0,2411.259669013431,31800.74033098657,0.07047993888148693,0.15027874050493442,0.18876340821637308,0.22800258283267913,0.008774603637665425,0.8499899280408062,0.970601410725705,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N2,43301.0,3339.0109423081303,39961.98905769187,0.07711163581229372,0.20808768998023977,0.237206333992867,0.1309707926388397,0.0038136918869019925,0.970601410725705,1.0193076564807997,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N3,8640.0,700.4743174099036,7939.525682590096,0.08107341636688699,0.043678289715226096,0.04712980668589991,0.07605446340757294,0.0002625032711467286,1.0193076564807997,1.0308188758472727,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N4,8725.0,722.1670897159252,8002.832910284075,0.08276986701615188,0.045029984306562715,0.047505580961993206,0.053518612272713324,0.00013249049754561034,1.0308188758472727,1.0419956891513589,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N5,8682.0,772.0808698719824,7909.919130128018,0.08892891843722442,0.048140153247550464,0.046954070340709836,-0.024946718603078996,2.9588876516875115e-05,1.0419956891513589,1.0527820757011943,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N6,8644.0,799.768309940616,7844.231690059384,0.09252294191816474,0.04986538054725988,0.04656416777919615,-0.06849567180007261,0.00022611878630350238,1.0527820757011943,1.0623551228558181,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N7,8786.0,838.920115632132,7947.0798843678685,0.095483737267486,0.052304961954731444,0.04717464634809815,-0.10323464679118421,0.0005296263195780882,1.0623551228558181,1.074630895668301,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N8,8826.0,931.1488367359242,7894.851163264076,0.10550066131157083,0.05805180987823471,0.046864631037383114,-0.2140726302920964,0.002394868800009187,1.074630895668301,1.088,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N9,9022.0,1016.7396168004958,8005.260383199505,0.1126955904234644,0.06338504220324505,0.04751998977297354,-0.28807744637516036,0.004570363790720649,1.088,1.1055249880434546,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N10,8812.0,994.349373786797,7817.650626213203,0.11284037378424841,0.06198988763501459,0.04640638990155994,-0.2895341059350724,0.00451195408359702,1.1055249880434546,1.1221481799016164,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N11,9146.0,1205.2343119097363,7940.765688090264,0.13177720445109734,0.0751303026190417,0.047137167017194614,-0.4661621758265929,0.0130493410003659,1.1221481799016164,1.1584205669666456,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,N12,9006.0,1211.211389811048,7794.788610188952,0.1344893837231899,0.07550273928860275,0.046270687267998496,-0.48966028133094225,0.014313774816289818,1.1584205669666456,inf,
PREV_GRANTED_REQUESTED_RATIO_MEAN,numeric,MISSING,10414.0,600.5648195412633,9813.435180458737,0.05766898593636099,0.03745284623630702,0.05825281760701964,0.4417097541671525,0.009187550240841282,,,
APP_GOODS_CREDIT_RATIO,numeric,N0,10893.0,1503.1670611397924,9389.832938860207,0.1379938548737531,0.09371809734666915,0.05573975473537891,-0.5195976900787308,0.01973345909384504,-inf,0.7163323782234957,
APP_GOODS_CREDIT_RATIO,numeric,N1,26935.0,3148.4423762212346,23786.557623778765,0.11689037966293798,0.19626212196871246,0.14119677826744753,-0.3292966147523381,0.018132831271000523,0.7163323782234957,0.8256293970579685,
APP_GOODS_CREDIT_RATIO,numeric,N2,29035.0,2757.130583983896,26277.869416016103,0.09495886288906134,0.1718730816116004,0.15598487035883635,-0.09699728915909325,0.0015411134211051134,0.8256293970579685,0.8632611155345095,
APP_GOODS_CREDIT_RATIO,numeric,N3,37617.0,2940.094551182229,34676.90544881777,0.07815866632592257,0.1832765600357594,0.20584041984042903,0.11610493854818793,0.002619775556031095,0.8632611155345095,0.9099181073703366,
APP_GOODS_CREDIT_RATIO,numeric,N4,79865.0,5678.277438959669,74186.72256104033,0.07109844661565978,0.35393753749654894,0.44036538608111186,0.2184843553984099,0.018883132786469605,0.9099181073703366,inf,
APP_GOODS_CREDIT_RATIO,numeric,MISSING,161.0,14.463195558122049,146.53680444187796,0.08983351278336676,0.0009326015407096551,0.0008727907167963472,-0.0662822380867917,3.964395270789049e-06,,,
OCCUPATION_TYPE,categorical,C0,29219.0,1952.699458637652,27266.300541362347,0.06682978399800309,0.1217358162140703,0.1618520647233315,0.28482948140097086,0.011426290258645336,,,Accountants|High skill tech staff|Core staff
OCCUPATION_TYPE,categorical,C1,33984.0,3029.8884780191343,30954.111521980867,0.0891563229172297,0.18887308881125967,0.18374241524748064,-0.02754044206336882,0.0001413010180293143,,,Managers|__RARE__|Secretaries|Cooking staff|Private service staff|Cleaning staff|Low-skill Laborers|Medicine staff|Security staff|HR staff|Waiters/barmen staff|Realty agents|IT staff
OCCUPATION_TYPE,categorical,C2,19097.0,2069.6517989987997,17027.3482010012,0.10837575530181702,0.12902503009801256,0.1010750192325209,-0.24414341150096394,0.006823811004190144,,,Sales staff
OCCUPATION_TYPE,categorical,C3,33119.0,3717.0367742169556,29401.963225783045,0.11223275987248876,0.2317005421611062,0.17452907149212024,-0.28335444478752697,0.016199790329096898,,,Laborers
OCCUPATION_TYPE,categorical,C4,11195.0,1272.1991989946098,9922.80080100539,0.11363994631483786,0.07932271079609424,0.058903380360927564,-0.2976259979725726,0.006077323598698206,,,Drivers
OCCUPATION_TYPE,categorical,MISSING,57892.0,4000.099498177791,53891.90050182221,0.06909589404715316,0.24934281191945706,0.31989804894361906,0.2491736436762231,0.017580505489750004,,,__MISSING__
OCCUPATION_TYPE,categorical,OTHER,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
BUREAU_ACTIVE_COUNT,numeric,N0,27647.0,1615.496858937464,26031.503141062538,0.05843298943601345,0.1007129278997706,0.15452155603078407,0.42805943602064117,0.023033291010806034,-inf,0.0,
BUREAU_ACTIVE_COUNT,numeric,N1,44499.0,3434.896715652556,41064.103284347446,0.07719042485567217,0.21410243455430733,0.24375252119093044,0.12969888653249018,0.0038455832223618838,0.0,1.0,
BUREAU_ACTIVE_COUNT,numeric,N2,35160.0,2911.7722112977513,32248.22778870225,0.08281490930880976,0.181500019395945,0.19142297928134255,0.053229770183929145,0.0005281968742440591,1.0,2.0,
BUREAU_ACTIVE_COUNT,numeric,N3,22919.0,2064.0103882308294,20854.98961176917,0.09005673843670446,0.12866540224275594,0.12379464957543367,-0.03859111259517155,0.00018796776460786597,2.0,3.0,
BUREAU_ACTIVE_COUNT,numeric,N4,13242.0,1320.502480461488,11921.497519538512,0.09972077333193535,0.08232814738118525,0.0707669554944225,-0.15132089726061623,0.0017494499297070975,3.0,4.0,
BUREAU_ACTIVE_COUNT,numeric,N5,7195.0,794.2123749485175,6400.787625051483,0.11038392980521439,0.04952844411583279,0.03799695778552308,-0.2650410348956891,0.003056317070870778,4.0,5.0,
BUREAU_ACTIVE_COUNT,numeric,N6,7466.0,937.109177959751,6528.890822040249,0.1255169003428544,0.05843412690796439,0.03875735663857939,-0.410579497504029,0.00807887844970631,5.0,inf,
BUREAU_ACTIVE_COUNT,numeric,MISSING,26378.0,2963.5749995565857,23414.425000443414,0.11235025398273507,0.18472849750223877,0.1389870240029844,-0.2845065897809034,0.013013750636826424,,,
CC_UTILIZATION_MEAN,numeric,N0,20686.0,1333.5670209666207,19352.43297903338,0.06446712853942864,0.08315272648086659,0.11487709199514444,0.3231837965572278,0.010252800890273505,-inf,0.10627214927536235,
CC_UTILIZATION_MEAN,numeric,N1,14017.0,1292.194407211202,12724.805592788798,0.09218765835850766,0.08057396126042798,0.07553615272852247,-0.06456415029990616,0.000325261827236097,0.10627214927536235,0.5490443777173912,
CC_UTILIZATION_MEAN,numeric,N2,12184.0,1927.6899647091911,10256.31003529081,0.15821486906674254,0.12018455611206273,0.06088340776446352,-0.6800678418285584,0.04032880397470698,0.5490443777173912,inf,
CC_UTILIZATION_MEAN,numeric,MISSING,137619.0,11488.123814157929,126130.87618584208,0.08347774518168224,0.7160887561466428,0.7487033475118696,0.04453871994894214,0.0014526121510650238,,,
INST_LATE_RATE,numeric,N0,90942.0,6601.0715791811635,84340.92842081883,0.07258551141586025,0.4114134761304608,0.5006349302963308,0.19627841998291137,0.017512246052254703,-inf,0.023255813953488372,
INST_LATE_RATE,numeric,N1,16909.0,1423.0761946188197,15485.92380538118,0.0841608725896753,0.08871803081128563,0.09192451263290062,0.03550457813148238,0.00011384478436270756,0.023255813953488372,0.05454545454545454,
INST_LATE_RATE,numeric,N2,8759.0,783.0887850459195,7975.911214954081,0.08940390284803282,0.04883367271654623,0.047346483778874536,-0.03092753293092943,4.599508484435517e-05,0.05454545454545454,0.075,
INST_LATE_RATE,numeric,N3,9120.0,865.9275306916364,8254.072469308363,0.0949481941547847,0.0539962277075229,0.048997596912623904,-0.09714293254756053,0.0004855816541390322,0.075,0.0967741935483871,
INST_LATE_RATE,numeric,N4,9209.0,1007.6798221036049,8201.320177896396,0.10942337084413127,0.0628303064204117,0.048684469186090366,-0.25507747203565967,0.0036082844015585917,0.0967741935483871,0.12727272727272726,
INST_LATE_RATE,numeric,N5,10320.0,1139.7119836360432,9180.288016363957,0.11043720771667086,0.07105862143382198,0.054495439011360475,-0.26538818007181936,0.0043956728392946075,0.12727272727272726,0.16666666666666666,
